real_region	n_bins	rand_start	rand_end	p_spatial	p_directional	p_combined
Vbeta_cluster_main	1250	40868000	41118000	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41342600	41592600	0.09024	0.209521	0.0939348
Vbeta_cluster_main	1250	41039600	41289600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41011200	41261200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41168800	41418800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41114200	41364200	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41341000	41591000	0.0510569	0.280063	0.0750356
Vbeta_cluster_main	1250	41135400	41385400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41126000	41376000	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40858200	41108200	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	40804200	41054200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41049000	41299000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41438800	41688800	0.573605	0.715124	0.775732
Vbeta_cluster_main	1250	41386200	41636200	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41198800	41448800	0.0510569	0.280063	0.0750356
Vbeta_cluster_main	1250	41200000	41450000	0.0510569	0.280063	0.0750356
Vbeta_cluster_main	1250	41044400	41294400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40905200	41155200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40795400	41045400	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41010200	41260200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40995600	41245600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40914400	41164400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40958400	41208400	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40806000	41056000	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41185000	41435000	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41392800	41642800	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41239000	41489000	0.0269443	0.643796	0.087676
Vbeta_cluster_main	1250	41081200	41331200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41063000	41313000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40989800	41239800	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	40882400	41132400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41179000	41429000	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41158200	41408200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40794600	41044600	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41060000	41310000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40970600	41220600	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40900600	41150600	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41246800	41496800	0.0269443	0.473376	0.0683891
Vbeta_cluster_main	1250	41131600	41381600	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41201800	41451800	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	41253600	41503600	0.00607369	0.349978	0.0152063
Vbeta_cluster_main	1250	41428000	41678000	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41311600	41561600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41193200	41443200	0.148896	0.717889	0.345893
Vbeta_cluster_main	1250	41361200	41611200	0.148896	0.147605	0.105883
Vbeta_cluster_main	1250	41100200	41350200	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	41430000	41680000	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41284800	41534800	0.0269443	0.210844	0.0350556
Vbeta_cluster_main	1250	41213000	41463000	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	41377000	41627000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41124800	41374800	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41258400	41508400	0.00607369	0.349978	0.0152063
Vbeta_cluster_main	1250	40975000	41225000	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41416000	41666000	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41195000	41445000	0.148896	0.717889	0.345893
Vbeta_cluster_main	1250	41298200	41548200	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41089400	41339400	0.876083	0.6063	0.867227
Vbeta_cluster_main	1250	41353400	41603400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40838200	41088200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	40864000	41114000	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41119600	41369600	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41266000	41516000	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41315800	41565800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41076000	41326000	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41212200	41462200	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	41149400	41399400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41414800	41664800	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41215000	41465000	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	41060800	41310800	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41420200	41670200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40859600	41109600	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41429800	41679800	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	40890000	41140000	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40977200	41227200	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41323800	41573800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41266800	41516800	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41420600	41670600	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41277400	41527400	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41204000	41454000	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	41015200	41265200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40793000	41043000	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	40870400	41120400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40983400	41233400	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	40816600	41066600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41120200	41370200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41295200	41545200	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41108200	41358200	0.692566	0.397233	0.630162
Vbeta_cluster_main	1250	41358600	41608600	0.09024	0.102576	0.0525991
Vbeta_cluster_main	1250	41430600	41680600	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41348800	41598800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41092200	41342200	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	41001400	41251400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41425600	41675600	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	40947200	41197200	0.985803	0.202888	0.5219
Vbeta_cluster_main	1250	41057400	41307400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40838000	41088000	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41305800	41555800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40845000	41095000	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40934200	41184200	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41151000	41401000	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41141200	41391200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41311200	41561200	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40962800	41212800	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41391000	41641000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41078800	41328800	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41324600	41574600	0.0269443	0.210844	0.0350556
Vbeta_cluster_main	1250	40944800	41194800	0.985803	0.202888	0.5219
Vbeta_cluster_main	1250	40814000	41064000	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40825600	41075600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41032200	41282200	0.985803	0.719565	0.952945
Vbeta_cluster_main	1250	41409400	41659400	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	40821600	41071600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41029800	41279800	0.985803	0.719565	0.952945
Vbeta_cluster_main	1250	40861000	41111000	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41228800	41478800	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	41285600	41535600	0.0269443	0.210844	0.0350556
Vbeta_cluster_main	1250	41217000	41467000	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	41292800	41542800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40795200	41045200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41352400	41602400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41270800	41520800	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41270600	41520600	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41045600	41295600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41310400	41560400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41038000	41288000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40821800	41071800	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41380000	41630000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40942400	41192400	0.932179	0.0885897	0.288537
Vbeta_cluster_main	1250	40856200	41106200	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41194200	41444200	0.148896	0.717889	0.345893
Vbeta_cluster_main	1250	40941800	41191800	0.932179	0.0885897	0.288537
Vbeta_cluster_main	1250	41347600	41597600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41078400	41328400	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40792800	41042800	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41408600	41658600	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41124400	41374400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40960800	41210800	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41230200	41480200	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	41134800	41384800	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40809200	41059200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41283600	41533600	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41050800	41300800	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41244800	41494800	0.0510569	0.554528	0.129231
Vbeta_cluster_main	1250	41372000	41622000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41186800	41436800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41226400	41476400	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	40955400	41205400	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40944400	41194400	0.966905	0.135411	0.397121
Vbeta_cluster_main	1250	41059600	41309600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41344200	41594200	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41130600	41380600	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41016200	41266200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41296600	41546600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41344600	41594600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41376600	41626600	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40984200	41234200	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41251200	41501200	0.0269443	0.643796	0.087676
Vbeta_cluster_main	1250	41173600	41423600	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41081800	41331800	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41048000	41298000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40864400	41114400	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	40968600	41218600	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41147200	41397200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41366200	41616200	0.229634	0.207386	0.192608
Vbeta_cluster_main	1250	41353000	41603000	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40911800	41161800	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41231400	41481400	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	41228600	41478600	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	41012200	41262200	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41082400	41332400	0.876083	0.6063	0.867227
Vbeta_cluster_main	1250	41256400	41506400	0.00607369	0.349978	0.0152063
Vbeta_cluster_main	1250	41066000	41316000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41314800	41564800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41136800	41386800	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41439000	41689000	0.573605	0.715124	0.775732
Vbeta_cluster_main	1250	41204800	41454800	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	40982600	41232600	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41293800	41543800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41055000	41305000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41137200	41387200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40878800	41128800	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40867400	41117400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41163600	41413600	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	40911200	41161200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41438400	41688400	0.573605	0.715124	0.775732
Vbeta_cluster_main	1250	41346000	41596000	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41245400	41495400	0.0510569	0.554528	0.129231
Vbeta_cluster_main	1250	41267400	41517400	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41176800	41426800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	40829000	41079000	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41045000	41295000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41112200	41362200	0.573605	0.514714	0.655426
Vbeta_cluster_main	1250	41384800	41634800	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40932600	41182600	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41112800	41362800	0.573605	0.514714	0.655426
Vbeta_cluster_main	1250	41013600	41263600	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40877200	41127200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40856800	41106800	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41027400	41277400	0.985803	0.719565	0.952945
Vbeta_cluster_main	1250	40843400	41093400	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40833600	41083600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41018000	41268000	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40921200	41171200	0.795666	0.119507	0.318824
Vbeta_cluster_main	1250	41150600	41400600	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40801400	41051400	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	40986000	41236000	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41084600	41334600	0.876083	0.6063	0.867227
Vbeta_cluster_main	1250	41202400	41452400	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	41362400	41612400	0.148896	0.147605	0.105883
Vbeta_cluster_main	1250	41013000	41263000	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41082200	41332200	0.876083	0.6063	0.867227
Vbeta_cluster_main	1250	41063200	41313200	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41366800	41616800	0.229634	0.207386	0.192608
Vbeta_cluster_main	1250	41413400	41663400	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41415400	41665400	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41278600	41528600	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41117000	41367000	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41141400	41391400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41427200	41677200	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	40974800	41224800	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41373000	41623000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41041000	41291000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40942800	41192800	0.932179	0.0885897	0.288537
Vbeta_cluster_main	1250	41154200	41404200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41369000	41619000	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41380800	41630800	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40988800	41238800	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41134200	41384200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41429400	41679400	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41272400	41522400	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	40930000	41180000	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41173800	41423800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41192800	41442800	0.148896	0.717889	0.345893
Vbeta_cluster_main	1250	41214600	41464600	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	40806200	41056200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	40984400	41234400	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41345400	41595400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40946800	41196800	0.985803	0.202888	0.5219
Vbeta_cluster_main	1250	40984800	41234800	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	40999600	41249600	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40891000	41141000	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41015400	41265400	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41358200	41608200	0.09024	0.102576	0.0525991
Vbeta_cluster_main	1250	40790800	41040800	0.229634	0.261449	0.22891
Vbeta_cluster_main	1250	40974000	41224000	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40829400	41079400	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41154800	41404800	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40952800	41202800	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41304600	41554600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41170200	41420200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41299400	41549400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41202600	41452600	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	41074800	41324800	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41349600	41599600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41099400	41349400	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	41407400	41657400	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41436400	41686400	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	41172800	41422800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41228400	41478400	0.0132539	0.722244	0.0540741
Vbeta_cluster_main	1250	40956000	41206000	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41319400	41569400	0.0269443	0.210844	0.0350556
Vbeta_cluster_main	1250	40963400	41213400	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41301800	41551800	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41095600	41345600	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	40910200	41160200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40901200	41151200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41155400	41405400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	40997600	41247600	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	41067600	41317600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41214200	41464200	0.0510569	0.719937	0.158184
Vbeta_cluster_main	1250	40997200	41247200	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41410800	41660800	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41123200	41373200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41397400	41647400	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41071400	41321400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40880600	41130600	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40813200	41063200	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41399600	41649600	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41413800	41663800	0.449416	0.377129	0.470324
Vbeta_cluster_main	1250	41270400	41520400	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	40980800	41230800	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40823200	41073200	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40949800	41199800	0.994736	0.0929467	0.312599
Vbeta_cluster_main	1250	41161800	41411800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	40832400	41082400	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41085800	41335800	0.876083	0.6063	0.867227
Vbeta_cluster_main	1250	40961400	41211400	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	41125400	41375400	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41303600	41553600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40993000	41243000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40820800	41070800	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40823000	41073000	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41343600	41593600	0.09024	0.209521	0.0939348
Vbeta_cluster_main	1250	40862400	41112400	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41203000	41453000	0.09024	0.362767	0.14467
Vbeta_cluster_main	1250	41039800	41289800	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40829200	41079200	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41373400	41623400	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41243800	41493800	0.0510569	0.554528	0.129231
Vbeta_cluster_main	1250	41082000	41332000	0.932179	0.477618	0.805491
Vbeta_cluster_main	1250	40924400	41174400	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41425000	41675000	0.449416	0.622871	0.636339
Vbeta_cluster_main	1250	40986200	41236200	0.985803	0.452952	0.806537
Vbeta_cluster_main	1250	41108800	41358800	0.692566	0.397233	0.630162
Vbeta_cluster_main	1250	41046000	41296000	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40939800	41189800	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41060600	41310600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40888400	41138400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40791000	41041000	0.229634	0.261449	0.22891
Vbeta_cluster_main	1250	40978400	41228400	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40862800	41112800	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41350600	41600600	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	40895600	41145600	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40862200	41112200	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41108000	41358000	0.692566	0.397233	0.630162
Vbeta_cluster_main	1250	40809000	41059000	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41006400	41256400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41056400	41306400	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41070200	41320200	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	41148200	41398200	0.331594	0.716222	0.57892
Vbeta_cluster_main	1250	41297200	41547200	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41093600	41343600	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	41336600	41586600	0.0510569	0.280063	0.0750356
Vbeta_cluster_main	1250	40959200	41209200	0.994736	0.296662	0.655253
Vbeta_cluster_main	1250	40938800	41188800	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41178200	41428200	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	40947600	41197600	0.985803	0.202888	0.5219
Vbeta_cluster_main	1250	41384200	41634200	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	41101800	41351800	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	41351000	41601000	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41234000	41484000	0.0269443	0.643796	0.087676
Vbeta_cluster_main	1250	41006600	41256600	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40938200	41188200	0.876083	0.172818	0.437223
Vbeta_cluster_main	1250	41273400	41523400	0.0132539	0.277756	0.0243134
Vbeta_cluster_main	1250	41004800	41254800	0.966905	0.596838	0.894347
Vbeta_cluster_main	1250	40950400	41200400	0.994736	0.0929467	0.312599
Vbeta_cluster_main	1250	41394600	41644600	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40821400	41071400	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41111400	41361400	0.573605	0.514714	0.655426
Vbeta_cluster_main	1250	41351400	41601400	0.0510569	0.151805	0.0454187
Vbeta_cluster_main	1250	41252400	41502400	0.00607369	0.349978	0.0152063
Vbeta_cluster_main	1250	40914200	41164200	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40887600	41137600	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41182200	41432200	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	40820600	41070600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40879800	41129800	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40803200	41053200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41387200	41637200	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40848200	41098200	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	40796000	41046000	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	41396200	41646200	0.331594	0.283778	0.316494
Vbeta_cluster_main	1250	40912400	41162400	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	41320600	41570600	0.0269443	0.210844	0.0350556
Vbeta_cluster_main	1250	40810200	41060200	0.331594	0.175272	0.223484
Vbeta_cluster_main	1250	40889800	41139800	0.692566	0.20582	0.420234
Vbeta_cluster_main	1250	40861800	41111800	0.573605	0.309122	0.484037
Vbeta_cluster_main	1250	41249000	41499000	0.0269443	0.643796	0.087676
Vbeta_cluster_main	1250	41193000	41443000	0.148896	0.717889	0.345893
Vbeta_cluster_main	1250	41099000	41349000	0.795666	0.497703	0.762836
Vbeta_cluster_main	1250	40947000	41197000	0.985803	0.202888	0.5219
Vbeta_cluster_main	1250	40847600	41097600	0.449416	0.235152	0.343181
Vbeta_cluster_main	1250	41159800	41409800	0.229634	0.36972	0.294288
Vbeta_cluster_main	1250	41236800	41486800	0.0269443	0.643796	0.087676
