readout	region	pairing	metric	value	p
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.16117	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	ATAC	0.0192299	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	RNA+	0	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	RNA-	0	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	CTCF	0.352673	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	Cohesin	0.390987	
attribution	DH cluster (diversity segments)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.237109	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	ATAC	0.043225	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	RNA+	0.117803	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	RNA-	0.000834815	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	CTCF	0.352872	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	Cohesin	0.332249	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.153016	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	ATAC	0.016727	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	RNA+	0.111573	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	RNA-	0.000848315	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	CTCF	0.406458	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	Cohesin	0.299363	
attribution	VH proximal (~1.4 Mb)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.165031	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	ATAC	0.043173	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	RNA+	0.103624	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	RNA-	0.000396771	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	CTCF	0.330075	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	Cohesin	0.367021	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.155711	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	ATAC	0.0168468	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	RNA+	0.0953545	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	RNA-	0.000423598	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	CTCF	0.389007	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	Cohesin	0.327822	
attribution	VH proximal (~1.4 Mb)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.170546	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	ATAC	0.0959996	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	RNA+	0.0903749	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	RNA-	0.00750066	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	CTCF	0.317281	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	Cohesin	0.311547	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.177297	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	ATAC	0.0328588	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	RNA+	0.096306	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	RNA-	0.00773324	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	CTCF	0.344719	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	Cohesin	0.322647	
attribution	VH distal (~1.1 Mb)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.195736	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	ATAC	0.0910385	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	RNA+	0.0952776	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	RNA-	0.00719428	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	CTCF	0.277269	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	Cohesin	0.367352	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.161868	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	ATAC	0.0321472	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	RNA+	0.0900986	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	RNA-	0.00723155	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	CTCF	0.318198	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	Cohesin	0.376189	
attribution	VH distal (~1.1 Mb)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.176136	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	ATAC	0.157883	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA+	0.196763	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA-	0.251959	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	CTCF	0.0481575	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	Cohesin	0.173653	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.171585	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	ATAC	0.0725958	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA+	0.181839	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA-	0.319397	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	CTCF	0.0484661	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	Cohesin	0.190216	
attribution	Gapdh (housekeeping)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.187486	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	ATAC	0.183071	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA+	0.161938	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA-	0.253153	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	CTCF	0.0174159	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	Cohesin	0.193517	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.190905	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	ATAC	0.0890444	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA+	0.164145	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA-	0.296023	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	CTCF	0.0216118	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	Cohesin	0.221158	
attribution	Gapdh (housekeeping)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.208018	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	ATAC	0.345508	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA+	0.000358078	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA-	0.0976002	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	CTCF	0.0750661	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	Cohesin	0.299489	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.181979	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	ATAC	0.084444	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA+	0.0027611	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA-	0.126626	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	CTCF	0.100082	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	Cohesin	0.401342	
attribution	Actb (housekeeping)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.284745	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	ATAC	0.307358	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA+	0	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA-	0.322766	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	CTCF	0.0168579	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	Cohesin	0.203367	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.149651	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	ATAC	0.0876333	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA+	0.00235618	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA-	0.325313	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	CTCF	0.0362716	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	Cohesin	0.318137	
attribution	Actb (housekeeping)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.230289	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	ATAC	0.137642	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA+	0.190447	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	RNA-	0.00318747	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	CTCF	0.156599	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	Cohesin	0.263474	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.24865	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	ATAC	0.0420456	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA+	0.228348	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	RNA-	0.00238169	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	CTCF	0.176166	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	Cohesin	0.266534	
attribution	Emc7 (housekeeping)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.284524	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	ATAC	0.1381	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA+	0.204805	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	RNA-	0.00299665	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	CTCF	0.100027	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	Cohesin	0.276425	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.277646	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	ATAC	0.0390587	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA+	0.209114	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	RNA-	0.00220174	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	CTCF	0.137534	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	Cohesin	0.295684	
attribution	Emc7 (housekeeping)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.316408	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	ATAC	0.0794442	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	RNA+	0.214964	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	RNA-	0.0354528	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	CTCF	0.19604	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	Cohesin	0.246049	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.228049	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	ATAC	0.0216183	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	RNA+	0.247738	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	RNA-	0.0357287	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	CTCF	0.199224	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	Cohesin	0.252427	
attribution	Col1a1 (fibroblast marker)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.243264	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	ATAC	0.0824277	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	RNA+	0.249483	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	RNA-	0.0225074	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	CTCF	0.138729	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	Cohesin	0.27333	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.233522	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	ATAC	0.0223619	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	RNA+	0.27829	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	RNA-	0.0226007	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	CTCF	0.141799	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	Cohesin	0.277162	
attribution	Col1a1 (fibroblast marker)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.257786	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	ATAC	0.127032	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	RNA+	0.221443	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	RNA-	0.0194655	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	CTCF	0.185473	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	Cohesin	0.269135	
attribution	Wapl	DN_rep1_vs_S3T3_rep1	H3K27ac	0.177451	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	ATAC	0.0463321	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	RNA+	0.237439	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	RNA-	0.0257545	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	CTCF	0.217082	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	Cohesin	0.280974	
attribution	Wapl	DN_rep1_vs_S3T3_rep2	H3K27ac	0.192418	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	ATAC	0.120003	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	RNA+	0.345489	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	RNA-	0.0121166	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	CTCF	0.137917	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	Cohesin	0.266239	
attribution	Wapl	DN_rep2_vs_S3T3_rep1	H3K27ac	0.118234	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	ATAC	0.0434399	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	RNA+	0.334671	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	RNA-	0.0248482	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	CTCF	0.177668	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	Cohesin	0.282885	
attribution	Wapl	DN_rep2_vs_S3T3_rep2	H3K27ac	0.136488	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	ATAC	0.107591	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	RNA+	0.125961	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	RNA-	0.101222	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	CTCF	0.21741	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	Cohesin	0.248934	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.198882	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	ATAC	0.0577661	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	RNA+	0.131182	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	RNA-	0.100897	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	CTCF	0.25217	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	Cohesin	0.246966	
attribution	Igk (B-lineage locus)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.211019	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	ATAC	0.100183	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	RNA+	0.139576	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	RNA-	0.113362	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	CTCF	0.207352	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	Cohesin	0.242894	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.196633	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	ATAC	0.046199	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	RNA+	0.153438	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	RNA-	0.110155	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	CTCF	0.240713	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	Cohesin	0.236646	
attribution	Igk (B-lineage locus)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.212848	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	ATAC	0.0787029	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	RNA+	0.0383188	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	RNA-	0.000432939	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	CTCF	0.30186	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	Cohesin	0.305544	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.275141	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	ATAC	0.0261434	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	RNA+	0.0336622	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	RNA-	0.000594265	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	CTCF	0.346159	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	Cohesin	0.319128	
attribution	Tcrb upstream (flanking)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.274314	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	ATAC	0.077746	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	RNA+	0.0389932	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	RNA-	0	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	CTCF	0.362774	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	Cohesin	0.28698	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.233506	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	ATAC	0.0243573	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	RNA+	0.0362354	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	RNA-	0.000198263	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	CTCF	0.393116	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	Cohesin	0.320131	
attribution	Tcrb upstream (flanking)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.225962	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	ATAC	0.100264	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	RNA+	0.0318285	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	RNA-	0.220663	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	CTCF	0.139284	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	Cohesin	0.348456	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.159504	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	ATAC	0.0273329	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	RNA+	0.0400604	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	RNA-	0.263108	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	CTCF	0.158122	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	Cohesin	0.352066	
attribution	Cd4 (induced at DP)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.159311	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	ATAC	0.109898	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	RNA+	0.0348558	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	RNA-	0.207378	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	CTCF	0.101356	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	Cohesin	0.373639	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.172873	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	ATAC	0.0300523	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	RNA+	0.0437985	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	RNA-	0.241723	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	CTCF	0.128169	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	Cohesin	0.379196	
attribution	Cd4 (induced at DP)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.177061	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	ATAC	0.0856979	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	RNA+	0.00300842	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	RNA-	0.27635	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	CTCF	0.153948	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	Cohesin	0.29162	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep1	H3K27ac	0.189376	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	ATAC	0.032526	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	RNA+	0.00289509	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	RNA-	0.303608	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	CTCF	0.186963	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	Cohesin	0.298649	
attribution	Cd8a (induced at DP)	DN_rep1_vs_S3T3_rep2	H3K27ac	0.175358	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	ATAC	0.0787989	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	RNA+	0.00370503	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	RNA-	0.434284	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	CTCF	0.108558	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	Cohesin	0.211024	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep1	H3K27ac	0.16363	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	ATAC	0.0299276	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	RNA+	0.00369627	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	RNA-	0.461771	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	CTCF	0.135401	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	Cohesin	0.212636	
attribution	Cd8a (induced at DP)	DN_rep2_vs_S3T3_rep2	H3K27ac	0.156568	
sign_concordance	genome_wide	all_pairings	frac	0.571469	
sign_concordance	Trbv1 (5-prime Vbeta outlier)	all_pairings	frac	0.512821	
sign_concordance	Vbeta cluster (Trbv2-Trbv30)	all_pairings	frac	0.557692	
sign_concordance	NEGCTL inter-cluster silent	all_pairings	frac	0.615385	
sign_concordance	DJ_RC (recombination center)	all_pairings	frac	0.688889	
sign_concordance	Ebeta/Trbv31/CBE3 (EbKO deletion)	all_pairings	frac	0.5	
sign_concordance	NEGCTL 3-prime flanking silent	all_pairings	frac	0.612434	
sign_concordance	CH/JH/iEmu (constant region)	all_pairings	frac	0.556604	
sign_concordance	DH cluster (diversity segments)	all_pairings	frac	0.702703	
sign_concordance	VH proximal (~1.4 Mb)	all_pairings	frac	0.564706	
sign_concordance	VH distal (~1.1 Mb)	all_pairings	frac	0.542955	
sign_concordance	Gapdh (housekeeping)	all_pairings	frac	0.51145	
sign_concordance	Actb (housekeeping)	all_pairings	frac	0.351648	
sign_concordance	Emc7 (housekeeping)	all_pairings	frac	0.540323	
sign_concordance	Col1a1 (fibroblast marker)	all_pairings	frac	0.721569	
sign_concordance	Wapl	all_pairings	frac	0.521866	
sign_concordance	Igk (B-lineage locus)	all_pairings	frac	0.497231	
sign_concordance	Tcrb upstream (flanking)	all_pairings	frac	0.444934	
sign_concordance	Cd4 (induced at DP)	all_pairings	frac	0.696697	
sign_concordance	Cd8a (induced at DP)	all_pairings	frac	0.688985	
